Seller SKU,Manufacturer Part Number,Brand Name,Item Name,Bullet points,Product Description,Search Terms,Barcode
OME2585NV,OME2585NV,Olsenmark,Olsenmark OME2585NV Rechargeable Led Emergency Lantern,"• 24 High luminous intensity white LED 
 • LEDs run cool, keep lantern cool to the torch 
 • Automatic emergency lighting during power failure 
 • Battery runs 20 hours on low, 12 hours on high power 
 • Energy efficient design: offers a much large battery life 
 • Replaceable battery pack 
 • Overcharge protection 
 • Deep discharge protection 
 • Charging indicator LED 
 • Electroplated reflector 
 • Charging time 18-24 hours for full charge 
 • AC: 220-240V 50/60Hz",Olsenmark OME2585NV Rechargeable Led Emergency Lantern,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2647,OME2647,Olsenmark,Olsenmark OME2647 Rechargeable Led Emergency Lantern,"• White, super bright imported LED 
 • Lifetime: 100000 hours 
 • 0.1W 60 pcs LED 
 • Duration: 4 hours/Strong light; 12 hours/weak light 
 • Plastic ABS material 
 • Polarity protection function 
 • Color: White/Rose/Blue/Green 
 • Compatible with Solar panel & Power adaptor 
 • AC: 110 -240 50/60Hz",Olsenmark OME2647 Rechargeable Led Emergency Lantern,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2652,OME2652,Olsenmark,Olsenmark OME2652 Solar Emergency Lantern,"• 12V 3W solar panel with 3 meter cable
 • 36pcs 0.5W HI-POWER LED light
 • Light dimmer function
 • 4V 6Ah rechargeable sealed lead acid batteries
 • USB Socket for mobile charging
 • Full charge indicator
 • Duration : 2 hours in strong light 200 hours in low light 
 • AC: 220 - 240 50/60Hz 18W",Olsenmark OME2652 Solar Emergency Lantern,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, multifunction led light, led light, multifunctional light, solar panel, solar led light, solar led lantern",
OME2672,OME2672,Olsenmark,Olsenmark OME2672 Rechargeable Led Emergency Lantern,"• 2x4V 1 600mAh sealed lead-acid rechargeable battery
 • 160 pcs X0.1W LED
 • Product Size : 72mm x 50mm x 400mm
 • Duration: 1 hour in strong light and 15hour in low light 2hour strong light in 80pcs LED
 • AC:220-240-50/60Hz",Olsenmark OME2672 Rechargeable Led Emergency Lantern,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2679,OME2679,Olsenmark,Olsenmark OME2679 Rechargeable Led Emergency Lantern,"• Battery Weight : 620g 
 • Working Time: 80-8 hours 
 • Weight : .1.95Kg 
 • 2 Speed 
 • Product Control : Switch 
 • AC: 240-220V 60/50HZ 5W",Olsenmark OME2679 Rechargeable Led Emergency Lantern,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2696_Green,OME2696,Olsenmark,Olsenmark OME2696_Green LED Emergency Light,"• White, super bright imported LED
 • Lifetime: 100000 hours
 • 0.1W 60 pcs LED
 • Duration: 4 hours/Strong light; 12 hours/weak light
 • Plastic ABS material 
 • Polarity protection function
 • Color: Green
 • AC: 110 -240 50/60Hz",Olsenmark OME2696_Green LED Emergency Light,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2701,OME2701,Olsenmark,Olsenmark OME2701 LED Rechargable Emergency Light,"• Two tube use 32+32 SMD
 • 4V 2400mAh lead-acid rechargeable battery
 • 12-10 hours on full charge
 • AC: 220V240-V -60/50Hz
 • Duration : 3 hours 64 SMD strong light,15 hours 64 SMD weak light",Olsenmark OME2701 LED Rechargable Emergency Light,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark, multifunction led light, led light, multifunctional light, 3D light",
OME2702,OME2702,Olsenmark,Olsenmark OME2702 LED Rechargable Emergency Light,"• Three tube use 14+14+14 SMD
 • 4V 1200mAh lead-acid rechargeable battery
 • 10 – 15 hours on full charge
 • With mobile charging port
 • AC: 220V240-V -60/50Hz
 • Duration :
 3 hours 42 SMD strong light
 15 hours 42 SMD weak light
 6 hours 14 SMD strong light
 15 hours 14 SMD weak light",Olsenmark OME2702 LED Rechargable Emergency Light,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark, multifunction led light, led light, multifunctional light, 3D light",
OME2703,OME2703,Olsenmark,Olsenmark OME2703 Rechargeable Led Emergency Lantern,"• 4000mAH Built-in lead-acid rechargeable battery 
 • 0.1W 46 Pcs white color and 3 pcs yellow color WU LED 
 • Duration: 4 hours/white .67 hours/yellow 
 • Solar Charging board output: 6-12, 0.5A, 8 hours to full charge 
 • 6V 0.5A DC adaptor 
 • Charging lime: 8 hours 
 • AC:110 - 240 50/60Hz",Olsenmark OME2703 Rechargeable Led Emergency Lantern,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2706,OME2706,Olsenmark,Olsenmark OME2706 Rechargeable LED Lantern,"• 6x4V 900mAh sealed lead-acid rechargeable battery
 • 120 pcs x 0.1W bright LED
 • Charging time: 20-24 hours
 • Duration : 3 hours/strong light, 8 hours/weak light
 • Power: 12W
 • Color: Yellow
 • AC: 220 – 240 50/60Hz",Olsenmark OME2706 Rechargeable LED Lantern,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2707,OME2707,Olsenmark,Olsenmark OME2707 Rechargeable LED Lantern,"• 4V 1600mAh sealed lead-acid rechargeable battery
 • 60 pcs x 0.1W bright LED
 • Charging time: 20-24 hours
 • Duration : 1 hour/strong light; 2 hours/weak light
 • Power: 6W
 • Color: green
 • AC: 220 – 240 50/60Hz",Olsenmark OME2707 Rechargeable LED Lantern,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2722,OME2722,Olsenmark,Olsenmark OME2722 Emergency Lantern & FlashLight,"• 4V 2000mAh lead-acid rechargeable battery
 • 32 pcs SMD Duration: 3 hours/32 SMD, 6 hours/16 SMD
 • Emergency function
 • Charging time: 8 hours
 • Power: 3.2 W
 • Color: Pink with green/Blue with black
 • Material: ABS
 • AC: 220-240V 50/60Hz",Olsenmark OME2722 Emergency Lantern & FlashLight,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2723,OME2723,Olsenmark,Olsenmark OME2723 Emergency Light,"• 4V 3000mAh lead-acid rechargeable battery
 • 46 pcs SMD Duration: 4 hours/46 SMD, 8 hours/23 SMD
 • Emergency function
 • Charging time: 6 hours
 • Power: 4.6W
 • Color: Pink/White with grey
 • Material: ABS
 • AC: 220-240V 50/60Hz",Olsenmark OME2723 Emergency Light,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2724,OME2724,Olsenmark,Olsenmark OME2724 Emergency & Flashlight,"• 4V 2000mAh lead-acid rechargeable battery
 • 20 pcs SMD and pc high-power LED 
 • Duration: 5 hours/20 SMD, 7 hours/1pc LED
 • Emergency function
 • Power: 3W + 2W
 • Material: ABS
 • AC: 220-240V 50/60Hz",Olsenmark OME2724 Emergency & Flashlight,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2727,OME2727,Olsenmark,Olsenmark OME2727 Rechargeable LED Emergency Light,"• Battery:4V 1600mAh sealed lead-acid rechargeable battery
 • 31 pcs HI-POWER LED and ABS plastic body
 • With DC 6V solar charge interface
 • Work time: 3 hours/full strong light;≥ 10 hours/full weak light
 • Charging time: 8-10 hours
 • Product Size: 192 x 50 x 135mm
 • Packing: 1 pc/color box,24 pcs/innerbox,48pcs/carton
 • AC: 220-240V 50/60Hz",Olsenmark OME2727 Rechargeable LED Emergency Light,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2728,OME2728,Olsenmark,Olsenmark OME2728 Rechargeable LED Emergency Light,"• Battery: 4V 3200mAh sealed lead-acid rechargeable battery
 • 31 pcs HI-POWER LED, 1 pc night light and ABS plastic body
 • With DC 6V solar charge interface
 • Work time: 3 hours/full strong light; 010 hours/full weak light ;15 hours/ 1 pc night light
 • Charging time: 8-10 hours
 • AC: 220-240V 50/60Hz",Olsenmark OME2728 Rechargeable LED Emergency Light,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2729,OME2729,Olsenmark,Olsenmark OME2729 LED Rechargable Emergency Light,"• Battery:4V 1200mAh sealed lead-acid rechargeable battery
 • 27 pcs HI-POWER LED + 1 pc(1W) light, ABS plastic body
 • With DC 6V solar charge interface
 • Work time: 3 hours/full 27 pcs light ;≥10 hours/full 1pc (1W) LED
 • Charging time:8-10 hours
 • AC: 220-240V 50/60Hz",Olsenmark OME2729 LED Rechargable Emergency Light,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark, multifunction led light, led light, multifunctional light, 3D light",
OME2731,OME2731,Olsenmark,Olsenmark OME2731 Rechargeable Led Emergency Lantern,"• Battery: 4V1600mAH sealed lead-acid rechargeable battery 
 • LED: 3W Hi-power TORCH + 30PCS 0.5W LED LIGHT 
 • Charge time: 20-24hours 
 • Duration: 5hours/torch 4 hours/light 
 • AC: 220-240V 50/60Hz 15W 
 • Material: ABS",Olsenmark OME2731 Rechargeable Led Emergency Lantern,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2733,OME2733,Olsenmark,Olsenmark OME2733 LED Emergency Light,"• Built-in rechargeable and maintenance-free lead-acid battery, with capacity up to 1200mAH. Long service life, can be charged circularly 500 times above.
 • Use green, environmental protection, while, super bright imported SMD, it can work more than 100,000 hours. Low power consumption, 30SMD only consumes 4W .when put on one tube light and it can last for 4 hours when turning on the highest brightness. when put on two tube light and it can last for 2 hours when turning on the highest brightness.
 • Push the switch, you can choose the tube lighting freely according to on environmental requirements.
 • With emergency function, it is the best choice for all kinds of outdoor leisure, field work, shopping malls as well as other places of emergency lighting.
 • With Samsung, 220v ac socket",Olsenmark OME2733 LED Emergency Light,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark, multifunction led light, led light, multifunctional light, 3D light",
OME2734,OME2734,Olsenmark,Olsenmark OME2734 LED Emergency Light,"• Built-in rechargeable and maintenance-free lead-acid battery, with capacity up to 1200mAH. Long service life, can be charged circularly 500 times above.
 • Use green, environmental protection, while, super bright imported SMD, it can work more than 100,000 hours. Low power consumption, 30SMD only consumes 4W .when put on one tube light and it can last for 4 hours when turning on the highest brightness. When put on two tube light and it can last for 2 hours when turning on the highest brightness.
 • Push the switch, you can choose the tube lighting freely according to on environmental requirements.
 •With emergency function, it is the best choice for all kinds of outdoor leisure, field work, shopping malls as well as other places of emergency lighting.
 •With Samsung, 220v ac socket",Olsenmark OME2734 LED Emergency Light,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark, multifunction led light, led light, multifunctional light, 3D light",
OME2738,OME2738,Olsenmark,Olsenmark OME2738 Rechargeable Camping Light,"• Lead-acid battery rechargeable and free maintenance, with 3000mAH capacity high; Long battery life, can be used circularly 500 times above.
 • Used green, environmental protection, super high brightness imports of white SMD, a service life of 50000 hours; low energy consumption, can be external lighting bulb, front tube inside 20PCS SMD, lighting bulb inside 14PCS SMD, illumination time of 4-5 more hours.
 • Push the switch, you can control the lighting bulb freely according to the environmental requirements
 • Products with emergency functions are the best choice for all kinds of outdoor leisure ,fieldwork, and shopping malls and other places of emergency lighting.",Olsenmark OME2738 Rechargeable Camping Light,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2740,OME2740,Olsenmark,Olsenmark OME2740 Rechargeable Led Emergency Lantern,"• Battery: 4V 2500mAh sealed lead-acid rechargeable Battery 
 • Light source: 10W LED 
 • Duration: 2 hours strong light > 4 hours low light 
 • AC: 220-240V 50/60Hz 10W 
 • Dimension: 211.8x150x92.7mm",Olsenmark OME2740 Rechargeable Led Emergency Lantern,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2741,OME2741,Olsenmark,Olsenmark OME2741 Rechargeable Led Emergency Lantern,"• Battery: 4V 2500mAh sealed lead-acid rechargeable Battery 
 • Light source: 10W LED 
 • Duration: 2 hours strong light > 4 hours low light 
 • AC: 220-240V 50/60Hz 10W 
 • Dimension: 211.8x150x92.7mm",Olsenmark OME2741 Rechargeable Led Emergency Lantern,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light",
OME2744,OME2744,Olsenmark,Olsenmark OME2744 Led Emergency Light,"• LED EMERGENCY LIGHT
 • Battery: 4V 1600 mAh sealed lead-acid rechargeable battery
 • Light source: 20 PCS HI-POWER LED
 • Duration: 3 Hrs. High bright10 Hrs. Low bright
 • Dimension: 146.5x143.3x68.3mm
 • Power: 4W
 • Color: White with orange/yellow/blue 
 • Material: ABS
 • AC: 220-240V 50/60Hz",Olsenmark OME2744 Led Emergency Light,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark, multifunction led light, led light, multifunctional light, 3D light",
OME2745,OME2745,Olsenmark,Olsenmark OME2745 Led Emergency Light,"• Led Emergency Light
 • Battery:4v 1200 Mah Sealed Lead-Acid Rechargeable Battery
 • Light Source:26 Pcs Hi-Power Led With Solar Panel
 • Duration: 3 Hrs Two Side Light≥10 Hrs One Side Light
 • Dimension:194.6x72x40mm
 • Power: 5.2w
 • Color: White With Orange/Yellow/Blue
 • Material: Abs
 • Ac: 220-240v 50/60hz",Olsenmark OME2745 Led Emergency Light,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark, multifunction led light, led light, multifunctional light, 3D light",
OME2750,OME2750,Olsenmark,Olsenmark OME2750 Rechargeable Led Desk Lamp,"• Stylish folding design 
 • Dimmable lamp light with warm and cool white options 
 • RGB night light in base with color change or solid white options 
 • Auto on/off function 
 • Built-in rechargeable battery provides up to 3.5 hours from a single charge 
 • LED: lx3W warm white + 1x3W cold white + 3 pcs 7 color + 1pc white 
 • High quality COB LED 
 • Charging time: 3-4 hours 
 • USB charger 
 • Rated power: 5W 
 • Li-battery 3.7V 1500mAh 
 • Lumen: 130LM 
 • Size: 84x84x253 (folded)",Olsenmark OME2750 Rechargeable Led Desk Lamp,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light,Rechargeable Led Desk Lamp,Olsenmark Rechargeable Led Desk Lamp",
OME2755,OME2755,Olsenmark,Olsenmark OME2755 Rechargeable Led Desk Lamp,"• Stylish folding design 
 • Dimmable lamp light with warm and cool white options 
 • RGB night light in base with color change or solid white options 
 • Auto on/off function 
 • Built-in rechargeable battery provides up to 3.5 hours from a single charge 
 • LED: lx3W warm white + 1x3W cold white + 3 pcs 7 color + 1pc white 
 • High quality COB LED 
 • Charging time: 3-4 hours 
 • USB charger 
 • Rated power: 5W 
 • Li-battery 3.7V 1500mAh 
 • Lumen: 130LM 
 • Size: 84x84x253 (folded)",Olsenmark OME2755 Rechargeable Led Desk Lamp,"emergency light, lantern, olsenmark light, rechargeable light, olsenmark lantern, olsenmark torch, multifunction led light, led light, multifunctional light,Rechargeable Led Desk Lamp,Olsenmark Rechargeable Led Desk Lamp",
